@relation weka_training_5

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute Target {Rise,Down}

@data
0.024878,0.033168,-0.004933,0.041235,2.01,5.46,-0.04,12.2,0.001266,0.005235,-0.005568,0.077392,1.31,3.24,-0.06,35,-0.007641,0.004655,-0.001942,0.053375,0.038,2.27,-0.046,42.6,0.015817,0.021791,-0.003076,0.029878,0.56,3.01,-0.064,43.6,0.037381,0.036205,-0.004279,0.025205,0.684,3.75,-0.072,45,0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,81.053,315.65,31.667,2083.8,Down
0.001266,0.005235,-0.005568,0.077392,1.31,3.24,-0.06,35,-0.007641,0.004655,-0.001942,0.053375,0.038,2.27,-0.046,42.6,0.015817,0.021791,-0.003076,0.029878,0.56,3.01,-0.064,43.6,0.037381,0.036205,-0.004279,0.025205,0.684,3.75,-0.072,45,0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,79.933,310.845,31.691,2114,Down
-0.007641,0.004655,-0.001942,0.053375,0.038,2.27,-0.046,42.6,0.015817,0.021791,-0.003076,0.029878,0.56,3.01,-0.064,43.6,0.037381,0.036205,-0.004279,0.025205,0.684,3.75,-0.072,45,0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,79.262,307.6325,31.736,2122.6,Down
0.015817,0.021791,-0.003076,0.029878,0.56,3.01,-0.064,43.6,0.037381,0.036205,-0.004279,0.025205,0.684,3.75,-0.072,45,0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,78.413,305.2675,31.783,2127.4,Down
0.037381,0.036205,-0.004279,0.025205,0.684,3.75,-0.072,45,0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,77.545,301.3875,31.856,2127,Down
0.011913,0.03322,-0.007443,0.03247,0.4,3.2,-0.08,39.2,0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,76.771,297.0075,31.92,2117.9,Down
0.023717,0.011979,-0.006449,0.023235,0.888,3.63,-0.072,18.4,0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,76.333,292.7775,31.986,2100.9,Down
0.021001,-0.03214,-0.00374,0.038215,1.23,0.4,-0.086,31,-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,75.035,288.5825,32.071,2072.9,Rise
-0.094056,-0.09903,0.003426,0.046533,-1.47,-6.92,-0.026,43.6,-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,74.029,286.2325,32.146,2041.1,Down
-0.107619,-0.0899,0.007354,0.029059,-2.662,-9.81,0.026,36.2,-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,74.119,285.9275,32.204,2000.5,Down
-0.097492,-0.093227,0.013701,0.009958,-2.64,-12.81,0.128,21.2,-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,74.856,286.2325,32.241,1954.9,Rise
-0.018653,-0.024858,0.012626,-0.040676,-2.23,-10.055,0.162,-1.2,-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,75.747,288.2875,32.237,1911.3,Rise
-0.012947,0.030204,0.009745,-0.04874,-2.928,-5.13,0.18,-21.4,0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,76.42,290.465,32.197,1879.5,Down
0.022138,0.009519,0.00932,-0.053341,-0.266,-0.84,0.172,-44.4,0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,76.808,291.46,32.153,1846.5,Down
0.052991,0.017961,-0.000062,-0.052616,1.114,1.05,0.102,-54.4,0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,-0.05208,0.044416,-0.000688,-0.038659,-0.51,5.18,-0.05,-28.8,76.776,294.165,32.1,1813.7,Rise
0.050626,0.01595,-0.00514,-0.038557,1.764,4.35,0.004,-55.2,-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,-0.05208,0.044416,-0.000688,-0.038659,-0.51,5.18,-0.05,-28.8,-0.020382,0.04594,0.002253,-0.028211,-0.762,6.64,-0.024,-18.8,76.575,297.265,32.074,1785.9,Down
-0.034193,0.000242,-0.000743,-0.067831,-0.366,1.665,0.008,-54.8,0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,-0.05208,0.044416,-0.000688,-0.038659,-0.51,5.18,-0.05,-28.8,-0.020382,0.04594,0.002253,-0.028211,-0.762,6.64,-0.024,-18.8,-0.016661,0.058435,0.002754,-0.019883,-0.87,8.16,-0.006,-19.8,76.149,301.225,32.065,1760,Rise
0.006348,0.013952,-0.002913,-0.034245,0.916,0.43,-0.03,-42.2,-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,-0.05208,0.044416,-0.000688,-0.038659,-0.51,5.18,-0.05,-28.8,-0.020382,0.04594,0.002253,-0.028211,-0.762,6.64,-0.024,-18.8,-0.016661,0.058435,0.002754,-0.019883,-0.87,8.16,-0.006,-19.8,0.019143,0.042609,-0.000751,-0.007697,-0.85,6.075,0.022,-21,76.58,305.6075,32.032,1745.1,Rise
-0.000605,-0.013424,-0.000248,-0.028635,0.446,0.23,-0.056,-36.8,0.033553,-0.011578,-0.001243,-0.036374,0.36,-0.44,-0.028,-36.8,0.032917,0.006018,-0.003356,-0.019337,0.018,-0.24,-0.012,-32,0.032682,0.037183,-0.007791,-0.011215,1.712,2.69,-0.088,-8.8,-0.033536,0.027407,-0.004433,-0.026106,-0.14,1.56,-0.058,-23.8,-0.05208,0.044416,-0.000688,-0.038659,-0.51,5.18,-0.05,-28.8,-0.020382,0.04594,0.002253,-0.028211,-0.762,6.64,-0.024,-18.8,-0.016661,0.058435,0.002754,-0.019883,-0.87,8.16,-0.006,-19.8,0.019143,0.042609,-0.000751,-0.007697,-0.85,6.075,0.022,-21,-0.0135,0.02572,-0.005132,0.012591,-0.346,6.6,-0.02,-5.2,76.337,309.6875,31.993,1730.6,Rise
