Date,B_N_Crude,B_N_SMR,B_N_Rate,B_N_T,MA_N_Crude,MA_N_SMR,MA_N_Rate,MA_N_T,Target
1/1/2010,-0.0013479551281780594,-0.0023010497059992316,-7.52883917433967E-5,-4.7174491802208247E-4,0.19374137931034482,0.5164367816091954,0.10729885057471264,4.8390804597701145,Rise
1/8/2010,-0.0013479551281780594,-0.0023010497059992316,-7.52883917433967E-5,-4.7174491802208247E-4,0.19374137931034482,0.5164367816091954,0.10729885057471264,4.8390804597701145,Rise
1/15/2010,-0.026500811249323977,0.027222872287933735,-0.002093364036005854,0.009750609413088276,80.12333333333333,295.5541666666667,31.846666666666668,1777.6666666666667,Rise
1/22/2010,-0.0495983679714395,0.011363006485228155,0.0013606866234037996,0.012950971322849171,-1.693333333333328,5.129166666666663,0.0,24.0,Rise
1/29/2010,-0.029987135696224954,-0.026567363272565685,0.0036580267558527463,0.009530791788856264,-3.286666666666676,-0.8166666666666629,0.046666666666666856,17.0,Rise
2/5/2010,-0.023099441954075615,-0.015669917141085597,0.0025007814942170008,0.006353240152477805,-2.269999999999996,-4.183333333333337,0.09666666666666401,17.666666666666515,Rise
2/12/2010,0.01915585903487463,0.012105711849957413,0.0010398253093481921,-0.0014487504527345577,-0.13666666666667027,-2.433333333333337,0.06666666666666643,4.333333333333485,Down
2/19/2010,0.06351885577222048,0.022039030955585504,2.0779220779224025E-4,-0.015676266861101025,2.306666666666672,3.9499999999999886,0.026666666666670835,-12.0,Down
2/26/2010,0.023030821917808263,0.018095814311644073,-2.0777062123418998E-4,-0.00883489784649365,2.8233333333333235,5.816666666666663,0.0033333333333303017,-17.666666666666742,Down
3/5/2010,0.01464912644727554,0.01539708265802269,-0.0015595757953837885,0.010147601476014718,2.4566666666666777,5.4833333333333485,-0.02666666666666373,-4.3333333333332575,Rise
3/12/2010,0.005445544554455417,0.015902563557068445,-0.0036473530637764775,0.03581117742810635,0.47666666666665947,4.866666666666674,-0.07333333333333769,36.33333333333326,Rise
3/19/2010,-0.005669213704707835,-0.005928435316536124,-0.003135779241141357,0.05080911780059157,0.3400000000000034,1.5,-0.09666666666666757,72.66666666666674,Rise
3/26/2010,-0.007936507936507943,-0.001215066828675553,6.281407035175745E-4,0.017523167649536688,-0.5,0.6166666666666742,-0.04999999999999716,62.666666666666515,Rise
4/2/2010,0.017438512790984538,0.019965323385698463,-0.0013625406141912625,0.0,0.4066666666666663,1.7333333333333485,-0.036666666666668846,34.66666666666674,Rise
4/9/2010,0.029832646131457776,0.026116519857827192,-0.0033588747769496877,0.012179065174456917,1.413333333333327,6.333333333333314,-0.046666666666666856,12.333333333333258,Rise
4/16/2010,-0.0035910940866652062,0.013284170118193732,-0.004953625632377729,0.023832684824902722,1.0800000000000125,6.416666666666686,-0.129999999999999,30.666666666666742,Rise
4/23/2010,0.008212255211623436,-0.004060150375939918,-0.002749867794817536,0.008785942492012852,0.8866666666666703,2.533333333333303,-0.10999999999999943,30.666666666666515,Rise
4/30/2010,0.015480727672783155,-0.031854264197028304,-4.240432524116993E-4,0.01975540921919097,0.4099999999999824,-4.96666666666664,-0.07333333333333414,39.333333333333485,Rise
5/7/2010,-0.08543712963714586,-0.07506402048655567,0.004233252195999448,0.029059040590405903,-2.7099999999999937,-15.133333333333383,0.05333333333333812,42.0,Rise
5/14/2010,-0.0774681152574398,-0.04516310461192349,0.005272037115141328,0.009502262443438913,-4.50333333333333,-16.066666666666663,0.11666666666666359,42.0,Rise
5/21/2010,-0.030632958110352337,-0.03716456898598909,0.008479899497487424,-0.0059943054098607,-5.3700000000000045,-15.599999999999966,0.22666666666666657,14.333333333333485,Down
