@relation weka_training_2

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute A85 numeric
@attribute A86 numeric
@attribute A87 numeric
@attribute A88 numeric
@attribute A89 numeric
@attribute A90 numeric
@attribute A91 numeric
@attribute A92 numeric
@attribute A93 numeric
@attribute A94 numeric
@attribute A95 numeric
@attribute A96 numeric
@attribute A97 numeric
@attribute A98 numeric
@attribute A99 numeric
@attribute A100 numeric
@attribute A101 numeric
@attribute A102 numeric
@attribute A103 numeric
@attribute A104 numeric
@attribute A105 numeric
@attribute A106 numeric
@attribute A107 numeric
@attribute A108 numeric
@attribute A109 numeric
@attribute A110 numeric
@attribute A111 numeric
@attribute A112 numeric
@attribute A113 numeric
@attribute A114 numeric
@attribute A115 numeric
@attribute A116 numeric
@attribute A117 numeric
@attribute A118 numeric
@attribute A119 numeric
@attribute A120 numeric
@attribute A121 numeric
@attribute A122 numeric
@attribute A123 numeric
@attribute A124 numeric
@attribute A125 numeric
@attribute A126 numeric
@attribute A127 numeric
@attribute A128 numeric
@attribute Target {Rise,Down}

@data
81.24,318.35,31.87,1909,-0.001598,0.008075,-0.002192,0.022496,0.79,4.925,-0.105,57,80.68,313,31.79,2013,-0.003458,-0.008474,-0.001257,0.026517,-0.41,-0.125,-0.11,94,80,315.1,31.86,2013,-0.004232,0.003343,0.0011,0,-0.62,-1.625,-0.005,52,82.46,323.55,31.76,2013,0.015142,0.013231,-0.001572,0,0.89,5.275,-0.015,0,84.92,332,31.65,2050,0.014697,0.01289,-0.001735,0.009107,2.46,8.45,-0.105,18.5,83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,81.053,315.65,31.667,2083.8,123.08,476.9,47.585,3130,Down
80.68,313,31.79,2013,-0.003458,-0.008474,-0.001257,0.026517,-0.41,-0.125,-0.11,94,80,315.1,31.86,2013,-0.004232,0.003343,0.0011,0,-0.62,-1.625,-0.005,52,82.46,323.55,31.76,2013,0.015142,0.013231,-0.001572,0,0.89,5.275,-0.015,0,84.92,332,31.65,2050,0.014697,0.01289,-0.001735,0.009107,2.46,8.45,-0.105,18.5,83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,79.933,310.845,31.691,2114,122.8,474.65,47.585,3157.5,Down
80,315.1,31.86,2013,-0.004232,0.003343,0.0011,0,-0.62,-1.625,-0.005,52,82.46,323.55,31.76,2013,0.015142,0.013231,-0.001572,0,0.89,5.275,-0.015,0,84.92,332,31.65,2050,0.014697,0.01289,-0.001735,0.009107,2.46,8.45,-0.105,18.5,83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,79.262,307.6325,31.736,2122.6,122.46,474.65,47.585,3157.5,Down
82.46,323.55,31.76,2013,0.015142,0.013231,-0.001572,0,0.89,5.275,-0.015,0,84.92,332,31.65,2050,0.014697,0.01289,-0.001735,0.009107,2.46,8.45,-0.105,18.5,83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,78.413,305.2675,31.783,2127.4,120.015,462.825,47.585,3157.5,Down
84.92,332,31.65,2050,0.014697,0.01289,-0.001735,0.009107,2.46,8.45,-0.105,18.5,83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.545,301.3875,31.856,2127,112.095,435.925,47.605,3157.5,Down
83.24,334.35,31.47,2105,-0.00999,0.003527,-0.002852,0.013237,0.39,5.4,-0.145,46,85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,76.771,297.0075,31.92,2117.9,112.095,433.05,48,3157.5,Down
85.12,331.15,31.43,2105,0.011167,-0.004808,-0.000636,0,0.1,-0.425,-0.11,27.5,86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,76.333,292.7775,31.986,2100.9,112.095,433.05,48.185,3154.5,Down
86.15,317.1,31.43,2168,0.006014,-0.021674,0,0.014744,1.455,-8.625,-0.02,31.5,75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,75.035,288.5825,32.071,2072.9,110.86,433.05,48.305,3129.5,Rise
75.11,288.95,31.63,2231,-0.068461,-0.046448,0.003172,0.014321,-5.005,-21.1,0.1,63,71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,74.029,286.2325,32.146,2041.1,110.86,433.05,48.33,3065.5,Down
71.61,282.95,31.78,2231,-0.023855,-0.010491,0.002366,0,-7.27,-17.075,0.175,31.5,70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,74.119,285.9275,32.204,2000.5,110.86,431.15,48.345,2988.5,Down
70.04,270.3,32.11,2211,-0.011084,-0.022865,0.005165,-0.004502,-2.535,-9.325,0.24,-10,73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,74.856,286.2325,32.241,1954.9,112.995,431.2,48.345,2926.5,Rise
73.97,280.875,32.24,2099,0.02729,0.019186,0.00202,-0.025986,1.18,-1.0375,0.23,-66,71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,75.747,288.2875,32.237,1911.3,114.095,433.3,48.345,2860,Rise
71.51,291.45,32.33,2061,-0.01691,0.018477,0.001394,-0.009135,0.735,10.575,0.11,-75,73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,76.42,290.465,32.197,1879.5,115.225,435.45,48.3,2762.5,Down
73.78,284.75,32.49,2009,0.015624,-0.011628,0.002468,-0.012776,-0.095,1.9375,0.125,-45,77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,76.808,291.46,32.153,1846.5,115.225,435.45,48.255,2737.5,Down
77.18,288.2,32.29,1959,0.022523,0.006021,-0.003087,-0.012601,2.835,-1.625,-0.02,-51,78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,76.776,294.165,32.1,1813.7,115.225,437.475,48.215,2715.5,Rise
78.86,292.05,32.13,1935,0.010766,0.006635,-0.002484,-0.006163,2.54,3.65,-0.18,-37,72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,76.575,297.265,32.074,1785.9,114.095,439.625,48.165,2668.5,Down
72.14,289.2,32.28,1825,-0.044503,-0.004903,0.002329,-0.029255,-2.52,0.5,-0.005,-67,76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.149,301.225,32.065,1760,113.705,448.2,48.09,2662.5,Rise
76.09,293.6,32.18,1850,0.026648,0.00755,-0.001551,0.006803,-1.385,0.775,0.025,-42.5,76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.45,333.025,31.95,1676,0.012248,0.002069,-0.001406,0,0.64,6.9125,-0.04,-2.5,76.58,305.6075,32.032,1745.1,114.095,453.35,48.055,2640.5,Rise
76.01,285.9,32.21,1825,-0.000526,-0.013287,0.000466,-0.006803,1.935,-1.65,-0.035,0,78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.45,333.025,31.95,1676,0.012248,0.002069,-0.001406,0,0.64,6.9125,-0.04,-2.5,73.66,334.4,31.79,1705,-0.018586,0.00206,-0.00251,0.008577,-0.47,1.375,-0.125,14.5,76.337,309.6875,31.993,1730.6,113.705,463.125,48.01,2583.5,Rise
78.98,286,32.15,1775,0.019163,0.000175,-0.000932,-0.013889,1.445,-3.8,-0.015,-37.5,78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.45,333.025,31.95,1676,0.012248,0.002069,-0.001406,0,0.64,6.9125,-0.04,-2.5,73.66,334.4,31.79,1705,-0.018586,0.00206,-0.00251,0.008577,-0.47,1.375,-0.125,14.5,76.49,341.45,31.68,1728,0.018848,0.010431,-0.001733,0.0067,0.02,4.2125,-0.135,26,76.385,315.2425,31.94,1720.9,114.145,475.1,47.935,2580.5,Rise
78.95,290.85,32.07,1775,-0.00019,0.008408,-0.001246,0,1.47,2.475,-0.07,-25,80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.45,333.025,31.95,1676,0.012248,0.002069,-0.001406,0,0.64,6.9125,-0.04,-2.5,73.66,334.4,31.79,1705,-0.018586,0.00206,-0.00251,0.008577,-0.47,1.375,-0.125,14.5,76.49,341.45,31.68,1728,0.018848,0.010431,-0.001733,0.0067,0.02,4.2125,-0.135,26,81.58,347.25,31.31,1751,0.032201,0.008422,-0.005874,0.006611,3.96,6.425,-0.24,23,76.645,321.3675,31.856,1718.5,114.145,491.25,47.895,2580.5,Rise
80.7,302.65,31.84,1781,0.010961,0.019882,-0.003599,0.001687,0.86,8.325,-0.155,3,75.39,301.4,31.89,1731,-0.034019,-0.002069,0.000785,-0.014237,-1.78,5.275,-0.09,-22,73.46,311.8,31.96,1681,-0.012966,0.01696,0.001096,-0.014654,-3.62,4.575,0.06,-50,75.17,319.2,32.03,1681,0.011505,0.011727,0.001094,0,-0.11,8.9,0.07,-25,74.6,331.65,32.04,1676,-0.003806,0.019129,0.000156,-0.001489,0.57,9.925,0.04,-2.5,76.45,333.025,31.95,1676,0.012248,0.002069,-0.001406,0,0.64,6.9125,-0.04,-2.5,73.66,334.4,31.79,1705,-0.018586,0.00206,-0.00251,0.008577,-0.47,1.375,-0.125,14.5,76.49,341.45,31.68,1728,0.018848,0.010431,-0.001733,0.0067,0.02,4.2125,-0.135,26,81.58,347.25,31.31,1751,0.032201,0.008422,-0.005874,0.006611,3.96,6.425,-0.24,23,82.66,359.95,31.15,1771,0.006576,0.017958,-0.002562,0.005679,3.085,9.25,-0.265,21.5,77.016,328.2775,31.764,1718.1,114.145,498.85,47.81,2580.5,Rise
