@relation weka_training_8

@attribute A1 numeric
@attribute A2 numeric
@attribute A3 numeric
@attribute A4 numeric
@attribute A5 numeric
@attribute A6 numeric
@attribute A7 numeric
@attribute A8 numeric
@attribute A9 numeric
@attribute A10 numeric
@attribute A11 numeric
@attribute A12 numeric
@attribute A13 numeric
@attribute A14 numeric
@attribute A15 numeric
@attribute A16 numeric
@attribute A17 numeric
@attribute A18 numeric
@attribute A19 numeric
@attribute A20 numeric
@attribute A21 numeric
@attribute A22 numeric
@attribute A23 numeric
@attribute A24 numeric
@attribute A25 numeric
@attribute A26 numeric
@attribute A27 numeric
@attribute A28 numeric
@attribute A29 numeric
@attribute A30 numeric
@attribute A31 numeric
@attribute A32 numeric
@attribute A33 numeric
@attribute A34 numeric
@attribute A35 numeric
@attribute A36 numeric
@attribute A37 numeric
@attribute A38 numeric
@attribute A39 numeric
@attribute A40 numeric
@attribute A41 numeric
@attribute A42 numeric
@attribute A43 numeric
@attribute A44 numeric
@attribute A45 numeric
@attribute A46 numeric
@attribute A47 numeric
@attribute A48 numeric
@attribute A49 numeric
@attribute A50 numeric
@attribute A51 numeric
@attribute A52 numeric
@attribute A53 numeric
@attribute A54 numeric
@attribute A55 numeric
@attribute A56 numeric
@attribute A57 numeric
@attribute A58 numeric
@attribute A59 numeric
@attribute A60 numeric
@attribute A61 numeric
@attribute A62 numeric
@attribute A63 numeric
@attribute A64 numeric
@attribute A65 numeric
@attribute A66 numeric
@attribute A67 numeric
@attribute A68 numeric
@attribute A69 numeric
@attribute A70 numeric
@attribute A71 numeric
@attribute A72 numeric
@attribute A73 numeric
@attribute A74 numeric
@attribute A75 numeric
@attribute A76 numeric
@attribute A77 numeric
@attribute A78 numeric
@attribute A79 numeric
@attribute A80 numeric
@attribute A81 numeric
@attribute A82 numeric
@attribute A83 numeric
@attribute A84 numeric
@attribute Target {Rise,Down}

@data
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,77.409,299.60125,31.978,1810,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,77.571,302.565,31.976,1825.6,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,77.364,304.43,31.968,1848.4,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,77.564,305.58,31.976,1870.2,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,78.356,307.525,31.963,1889,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,0.044735,0.050841,-0.007487,0.063692,1.34875,4.4,-0.055,26.5,79.559,311.535,31.927,1910.4,Rise
-0.002017,-0.007242,-0.000449,-0.002063,0.206259,0.526842,0.108329,3.894737,0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,0.044735,0.050841,-0.007487,0.063692,1.34875,4.4,-0.055,26.5,0.018694,0.04562,-0.010727,0.071042,0.42875,3.825,-0.0775,38.125,80.764,315.865,31.867,1936.1,Rise
0.041685,0.023476,0.004028,-0.005525,76.61625,296.782813,31.96125,1810,0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,0.044735,0.050841,-0.007487,0.063692,1.34875,4.4,-0.055,26.5,0.018694,0.04562,-0.010727,0.071042,0.42875,3.825,-0.0775,38.125,0.033072,0.026523,-0.009455,0.050334,0.6825,2.83125,-0.08125,38.75,81.863,319.3,31.801,1962.8,Rise
0.039659,0.030889,0.00297,-0.011155,0.005,2.473437,0.02375,5.25,0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,0.044735,0.050841,-0.007487,0.063692,1.34875,4.4,-0.055,26.5,0.018694,0.04562,-0.010727,0.071042,0.42875,3.825,-0.0775,38.125,0.033072,0.026523,-0.009455,0.050334,0.6825,2.83125,-0.08125,38.75,0.038249,-0.018494,-0.007186,0.059111,0.58125,0.48125,-0.0725,42.875,82.497,320.635,31.735,1999.6,Rise
0.065847,0.038563,0.000234,0.00261,-0.15625,2.3625,0.0175,5,0.056849,0.049059,-0.00449,0.040611,0.405,1.84375,0.01125,14.25,0.039189,0.027661,-0.006601,0.083423,0.7675,1.1125,-0.0125,23.5,0.018768,0.024799,-0.00383,0.070673,0.88875,2.9,-0.01875,22.125,0.031588,0.038559,-0.005752,0.059056,1.40875,4.0625,-0.03875,20.625,0.044735,0.050841,-0.007487,0.063692,1.34875,4.4,-0.055,26.5,0.018694,0.04562,-0.010727,0.071042,0.42875,3.825,-0.0775,38.125,0.033072,0.026523,-0.009455,0.050334,0.6825,2.83125,-0.08125,38.75,0.038249,-0.018494,-0.007186,0.059111,0.58125,0.48125,-0.0725,42.875,-0.086364,-0.095335,0.000079,0.068871,-0.76625,-3.675,-0.03,40.25,82.042,318.68,31.69,2043.2,Rise
