Date,B_N_Crude,B_N_SMR,B_N_Rate,B_N_T,MA_N_Crude,MA_N_SMR,MA_N_Rate,MA_N_T,Target
1/1/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
1/8/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
1/15/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
1/22/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
1/29/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
2/5/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Rise
2/12/2010,-0.0020174642271128464,-0.00724159684646458,-4.4942182091838983E-4,-0.0020625258475535837,0.20625877192982456,0.5268421052631579,0.10832894736842107,3.8947368421052633,Down
2/19/2010,0.041685021128024524,0.02347571087864134,0.004028315538347333,-0.0055248618784530384,76.61625,296.7828125,31.96125,1810.0,Down
2/26/2010,0.039659363427247574,0.030889079175455934,0.0029701422541815008,-0.011155488224762429,0.005000000000009663,2.4734374999999886,0.02375000000000327,5.25,Down
3/5/2010,0.06584711959720128,0.03856275513375751,2.3435669088353361E-4,0.0026095316577393213,-0.15625,2.3625000000000114,0.017499999999994742,5.0,Rise
3/12/2010,0.05684922596591635,0.04905877991514618,-0.004490258092226019,0.04061052057781412,0.40500000000000114,1.84375,0.011250000000003979,14.25,Rise
3/19/2010,0.03918853646755761,0.027661495526553434,-0.006601304636537627,0.08342303552206674,0.7674999999999983,1.1125000000000114,-0.012500000000002842,23.5,Rise
3/26/2010,0.01876760955731358,0.024798764127164807,-0.003830219651371915,0.07067349245395918,0.8887500000000017,2.900000000000034,-0.018749999999997158,22.125,Rise
4/2/2010,0.03158816538437488,0.03855876098383016,-0.005752298963020931,0.05905563593318427,1.4087499999999835,4.0625,-0.038750000000000284,20.625,Rise
4/9/2010,0.04473526381349291,0.05084075173095945,-0.0074869664066481,0.06369178881826437,1.3487500000000097,4.399999999999977,-0.05500000000000327,26.5,Rise
4/16/2010,0.018693590331956597,0.045619795942301034,-0.010727337026995238,0.07104242192965719,0.42874999999999375,3.8249999999999886,-0.07749999999999702,38.125,Rise
4/23/2010,0.033072395169609914,0.026523297491039356,-0.009454774661203931,0.05033368677103474,0.6825000000000045,2.8312500000000114,-0.08125000000000071,38.75,Rise
4/30/2010,0.03824889652159519,-0.018494157703319556,-0.007186290768380183,0.05911089399120664,0.5812499999999972,0.48124999999998863,-0.07250000000000512,42.875,Rise
5/7/2010,-0.08636418927137827,-0.09533500313087036,7.904513477188289E-5,0.06887052341597796,-0.7662499999999852,-3.6750000000000114,-0.02999999999999403,40.25,Rise
5/14/2010,-0.11675737346016869,-0.10357800526701391,0.004861467926168998,0.05509576732087964,-1.1337500000000063,-3.756249999999966,-0.0012500000000024158,27.25,Rise
5/21/2010,-0.12264933844828925,-0.12818755417582206,0.0142936113085367,0.033539791983171675,-1.2450000000000045,-5.599999999999966,0.03125,24.75,Down
5/28/2010,-0.06093690491303792,-0.07822002522895799,0.01647355560810281,-0.02372093023255814,-1.0612500000000011,-5.334375000000023,0.060000000000002274,10.75,Down
